-0.0142892,0.0178921,-6.39819e-06,-0.0304734
-0.0142892,0.0178921,-6.39819e-06,-0.0304734
-0.0142892,0.0178921,-6.39819e-06,-0.0304734
-0.0142892,0.0178921,-6.39819e-06,-0.0304734
-0.0142892,0.0178921,-6.39819e-06,-0.0304734
-0.0142892,0.0178921,-6.39819e-06,-0.0304734
-0.0142892,0.0178921,-6.39819e-06,-0.0304734
-0.0142892,0.0178921,-6.39819e-06,-0.0304734
-0.0142892,0.0178921,-6.39819e-06,-0.0304734
-0.0142892,0.0178921,-6.39819e-06,-0.0304734
-0.0142892,0.0178921,-6.39819e-06,-0.0304734
-0.0142892,0.0178921,-6.39819e-06,-0.0304734
-0.0142892,0.0178921,-6.39819e-06,-0.0304734
